user_id,book_id,rating
8458,11,4
8483,11,5
8484,11,5
1369,11,3
8526,11,5
8569,11,4
8572,11,5
2821,11,4
8750,11,4
8798,11,5
8828,11,4
8871,11,3
8912,11,5
1952,11,5
3114,11,3
9077,11,5
9078,11,4
9108,11,3
9110,11,5
2906,11,5
9174,11,5
9228,11,4
9315,11,3
9322,11,5
9329,11,5
9340,11,4
9330,11,3
9474,11,4
9489,11,3
9509,11,5
7805,11,3
9526,11,4
9561,11,4
7381,11,4
9612,11,5
9661,11,4
9752,11,4
9771,11,5
9847,11,3
9896,11,5
9918,11,5
1484,11,4
9986,11,5
9990,11,4
5659,11,4
10133,11,4
10140,11,4
6342,11,5
5636,11,3
10228,11,3
10246,11,3
10256,11,4
10317,11,5
10318,11,1
10341,11,4
10457,11,4
10500,11,4
10541,11,4
10111,11,5
10586,11,4
10610,11,5
10672,11,3
5115,11,4
8440,11,5
10727,11,5
9089,11,5
10772,11,5
10829,11,4
10847,11,4
10907,11,5
9804,11,5
10921,11,5
10920,11,4
10944,11,4
10954,11,4
6759,11,4
11022,11,1
11030,11,5
11031,11,5
11043,11,4
11214,11,5
11216,11,5
11068,11,3
11257,11,1
11268,11,4
11317,11,3
11327,11,3
11330,11,4
11351,11,5
11505,11,5
11527,11,4
11545,11,3
11554,11,4
11599,11,3
11678,11,5
11692,11,4
11107,11,3
11786,11,4
11810,11,4
11839,11,4
11927,11,2
11910,11,4
11933,11,5
11945,11,5
8095,11,5
11953,11,4
11921,11,3
11977,11,4
11997,11,3
12002,11,3
12009,11,5
7523,11,3
12135,11,1
12193,11,5
7580,11,4
1759,11,4
12320,11,5
12334,11,4
12361,11,5
12373,11,4
12394,11,3
12395,11,5
12417,11,3
12466,11,3
12474,11,5
12623,11,4
7430,11,4
12851,11,4
12874,11,5
12946,11,5
7875,11,4
12628,11,5
13084,11,3
13099,11,5
13100,11,3
13095,11,3
13137,11,2
13183,11,2
12168,11,4
13189,11,5
13197,11,3
13203,11,5
13242,11,4
13244,11,4
13249,11,5
13282,11,3
13338,11,5
13353,11,5
13305,11,4
5076,11,5
13361,11,5
13378,11,5
9733,11,5
13391,11,1
13448,11,2
13454,11,4
13479,11,4
13520,11,5
13599,11,4
13600,11,4
13629,11,5
13654,11,5
13655,11,2
7812,11,3
13794,11,5
13879,11,3
13886,11,5
13896,11,5
13925,11,4
13962,11,5
13991,11,5
14009,11,5
13914,11,4
14136,11,4
14177,11,5
14207,11,4
14205,11,3
14248,11,4
14293,11,4
14316,11,3
14285,11,3
14016,11,2
14411,11,4
12005,11,4
14440,11,4
14546,11,5
14570,11,4
14575,11,5
14625,11,4
14635,11,3
14644,11,5
14652,11,4
14745,11,2
14746,11,5
424,11,4
14841,11,3
14860,11,5
1576,11,3
14238,11,3
14898,11,1
14903,11,4
14970,11,4
14987,11,5
15009,11,5
15010,11,4
14811,11,4
6315,11,5
15059,11,4
14873,11,5
15185,11,4
15202,11,5
15254,11,5
15267,11,3
15367,11,5
15501,11,4
15524,11,1
15543,11,4
15575,11,5
15578,11,5
15580,11,4
15608,11,4
15650,11,3
15194,11,4
15748,11,3
15767,11,4
15839,11,4
15864,11,5
15952,11,5
16046,11,5
16103,11,5
16121,11,4
16166,11,4
16192,11,5
16201,11,5
12095,11,3
4821,11,4
2239,11,1
11920,11,5
16285,11,5
5574,11,5
13134,11,5
16344,11,5
16346,11,5
16347,11,5
16352,11,5
16404,11,5
16421,11,5
16466,11,5
14384,11,5
16543,11,5
341,11,4
16634,11,5
3040,11,5
16705,11,5
16763,11,4
16786,11,4
15642,11,3
15712,11,4
16810,11,5
16832,11,5
16858,11,4
16859,11,4
16711,11,4
11770,11,5
16904,11,4
16913,11,4
5461,11,4
16941,11,5
17010,11,5
17009,11,4
17039,11,5
9046,11,3
17136,11,4
17194,11,5
17199,11,4
17207,11,4
16569,11,4
17267,11,5
2066,11,4
17316,11,5
17359,11,5
14901,11,1
17398,11,4
17440,11,4
17450,11,5
17454,11,5
17475,11,3
17493,11,4
17501,11,5
17548,11,5
17555,11,5
17613,11,4
17617,11,1
17663,11,5
17679,11,5
17705,11,5
17718,11,4
12404,11,3
17800,11,3
5334,11,5
17846,11,4
17883,11,5
17908,11,1
17937,11,5
17948,11,5
17952,11,4
17984,11,4
321,11,4
18031,11,4
18053,11,5
18063,11,5
18077,11,4
18088,11,4
18145,11,5
18179,11,5
18199,11,5
18316,11,4
18325,11,4
18361,11,4
18378,11,3
18492,11,5
18494,11,5
18599,11,2
18613,11,3
18616,11,3
18244,11,5
18736,11,2
8682,11,5
18760,11,5
18855,11,5
18857,11,5
12381,11,4
18884,11,3
18908,11,5
19093,11,4
18579,11,3
19173,11,4
19197,11,3
13199,11,4
19242,11,3
19290,11,3
19305,11,4
19317,11,4
19463,11,3
19493,11,2
19526,11,4
19527,11,4
19541,11,5
19573,11,3
19638,11,3
19643,11,5
19668,11,2
19733,11,4
19868,11,3
19926,11,4
19998,11,3
20134,11,4
20221,11,5
20059,11,4
20229,11,5
20363,11,4
20375,11,5
20380,11,4
20429,11,5
19895,11,2
20404,11,4
20451,11,4
20492,11,5
20565,11,5
20580,11,2
20689,11,4
20729,11,5
20740,11,3
20780,11,3
20799,11,5
20814,11,5
20848,11,5
20553,11,4
20883,11,4
20944,11,5
16128,11,5
20991,11,5
21070,11,5
15082,11,5
21215,11,4
21106,11,5
21257,11,5
21316,11,5
21217,11,3
21525,11,5
21558,11,4
21543,11,3
21147,11,3
21607,11,3
21610,11,4
20739,11,4
21658,11,4
21678,11,3
20241,11,4
21724,11,4
21728,11,5
21733,11,2
21778,11,3
21781,11,4
21817,11,2
21833,11,5
21823,11,4
21851,11,4
21878,11,5
15307,11,5
21982,11,4
22049,11,5
22152,11,1
22154,11,4
22201,11,5
22243,11,4
22287,11,4
22319,11,4
22373,11,3
22444,11,5
22487,11,5
22477,11,3
22533,11,3
22572,11,4
22497,11,4
22640,11,2
22740,11,4
22579,11,4
22611,11,5
17404,11,4
6829,11,4
6630,11,4
22961,11,4
23004,11,4
22913,11,2
23063,11,3
23086,11,2
23134,11,5
23172,11,4
23213,11,5
23096,11,5
23298,11,3
23376,11,3
23413,11,4
23460,11,3
23498,11,5
23503,11,5
23508,11,5
23525,11,3
23557,11,5
23707,11,5
23711,11,4
23738,11,5
23768,11,4
23842,11,3
23890,11,2
23891,11,5
23896,11,4
23962,11,3
23972,11,5
24011,11,5
23892,11,4
2660,11,3
24073,11,5
23776,11,3
24176,11,5
12203,11,2
24223,11,4
24225,11,4
24293,11,5
24326,11,3
24344,11,3
24396,11,4
24488,11,4
24499,11,5
24567,11,3
24598,11,5
24609,11,3
20258,11,4
22313,11,5
24781,11,3
6130,11,5
24834,11,5
24898,11,5
24961,11,3
24968,11,5
24980,11,5
25000,11,4
25030,11,3
25065,11,5
25098,11,3
25102,11,4
25119,11,5
25200,11,5
25215,11,4
25327,11,5
25389,11,5
25404,11,5
25448,11,3
22202,11,5
23889,11,3
24232,11,5
13894,11,5
25590,11,5
25606,11,4
25616,11,4
25877,11,5
25925,11,4
25931,11,4
25940,11,3
25963,11,5
26018,11,4
26054,11,4
26142,11,5
26204,11,5
25472,11,5
25761,11,5
26282,11,5
26323,11,3
26351,11,5
26368,11,5
26320,11,5
26398,11,4
26429,11,5
26467,11,5
26496,11,3
26511,11,4
26525,11,5
26648,11,1
7171,11,4
26665,11,5
26711,11,4
26781,11,4
26797,11,5
26800,11,5
26812,11,4
26925,11,5
26942,11,3
26959,11,3
26992,11,4
26983,11,5
27048,11,4
27103,11,5
27128,11,4
24632,11,5
27125,11,4
14590,11,5
23576,11,4
26931,11,4
25379,11,5
27229,11,5
27217,11,4
26244,11,4
27275,11,3
27322,11,4
25814,11,5
27370,11,4
2434,11,4
27488,11,5
27492,11,4
22602,11,5
27513,11,5
27515,11,5
27279,11,3
27549,11,5
27579,11,5
27585,11,5
27663,11,5
27702,11,5
27711,11,4
27740,11,4
27274,11,5
27836,11,5
27920,11,5
27940,11,5
27975,11,4
28003,11,5
28017,11,2
28057,11,4
22601,11,5
28129,11,4
28219,11,5
28125,11,3
28313,11,5
28343,11,4
28345,11,3
28416,11,4
28419,11,1
28458,11,5
28469,11,5
28452,11,4
28516,11,4
28540,11,5
28541,11,4
28550,11,5
28559,11,5
28616,11,5
26223,11,5
28694,11,5
28736,11,5
28739,11,5
28767,11,3
28803,11,2
28824,11,1
28827,11,5
28831,11,3
19647,11,5
28945,11,5
28943,11,3
28179,11,4
20929,11,4
29086,11,5
29109,11,5
29293,11,5
29353,11,4
29388,11,4
29393,11,5
29428,11,4
8909,11,4
28392,11,5
29472,11,3
27176,11,4
23594,11,5
25339,11,5
29627,11,5
29633,11,5
29667,11,5
29695,11,4
29769,11,5
29773,11,5
29832,11,4
29900,11,5
30012,11,3
30015,11,4
29503,11,4
30144,11,5
17242,11,4
30180,11,5
30186,11,4
23839,11,5
30233,11,5
30259,11,5
30290,11,5
30304,11,4
15516,11,4
30327,11,3
30329,11,5
30313,11,4
20737,11,4
30411,11,4
30513,11,2
3757,11,4
30666,11,3
30691,11,4
30711,11,5
30833,11,5
30958,11,4
30981,11,4
17290,11,5
30990,11,4
31041,11,2
28664,11,4
31074,11,2
31093,11,5
20467,11,4
16665,11,3
26898,11,5
31305,11,4
31354,11,4
31387,11,5
26638,11,5
31503,11,3
31564,11,1
31621,11,5
31638,11,5
31729,11,5
31760,11,4
31782,11,5
31887,11,5
31928,11,5
31936,11,1
31959,11,4
2629,11,5
32013,11,5
32041,11,5
24441,11,4
32162,11,2
32189,11,5
32199,11,5
15522,11,2
25438,11,5
32410,11,5
32592,11,4
32611,11,4
30601,11,5
31754,11,4
32748,11,4
32770,11,5
31336,11,5
32773,11,5
32803,11,5
32850,11,5
32923,11,5
19729,11,4
33035,11,5
33037,11,3
33065,11,2
33069,11,3
33075,11,3
33119,11,5
33127,11,4
3050,11,2
33191,11,4
33207,11,5
33298,11,5
33312,11,4
33357,11,4
22764,11,4
33473,11,5
33500,11,3
33514,11,5
33572,11,3
33527,11,5
33662,11,3
33682,11,2
33716,11,5
32834,11,5
33792,11,1
33872,11,5
33877,11,3
33063,11,5
34037,11,5
33938,11,4
34077,11,5
34079,11,5
34082,11,4
34189,11,3
34147,11,4
34315,11,3
32376,11,4
23486,11,4
34418,11,5
34484,11,5
34540,11,5
34566,11,4
34572,11,5
34736,11,5
34763,11,4
34803,11,4
34889,11,4
34952,11,5
34980,11,5
34981,11,4
35083,11,5
35082,11,4
35198,11,5
28297,11,5
35257,11,5
19611,11,5
27626,11,4
35326,11,4
35259,11,5
31916,11,4
35477,11,5
35512,11,4
4280,11,3
35593,11,5
35620,11,5
35608,11,4
35731,11,5
35739,11,5
35765,11,5
35824,11,5
35747,11,4
35866,11,5
35868,11,2
35912,11,4
35958,11,4
35967,11,4
35986,11,4
34606,11,4
35454,11,4
36002,11,4
36096,11,5
29454,11,5
36121,11,4
36126,11,5
36240,11,5
36122,11,5
36405,11,5
36415,11,4
36452,11,5
36490,11,5
31745,11,5
34270,11,3
36664,11,5
36667,11,5
36752,11,5
36891,11,4
36955,11,5
36984,11,4
36995,11,4
37153,11,4
37179,11,5
37184,11,5
37243,11,1
37284,11,4
37354,11,4
26030,11,5
37357,11,5
37035,11,5
37405,11,3
25255,11,3
37494,11,4
35780,11,5
37497,11,1
36051,11,5
34585,11,4
37611,11,5
37653,11,4
37695,11,5
37714,11,5
37597,11,5
37726,11,5
37754,11,5
37897,11,4
37909,11,5
38071,11,5
38082,11,5
38098,11,5
38121,11,3
38185,11,4
38206,11,5
38213,11,5
38291,11,4
38308,11,3
38348,11,2
38420,11,5
38446,11,2
38080,11,5
38597,11,4
38647,11,3
38749,11,5
38795,11,3
38857,11,5
26579,11,4
28923,11,4
39032,11,3
7438,11,4
39113,11,5
39118,11,4
39142,11,5
39144,11,5
39195,11,5
39215,11,4
39266,11,4
39284,11,4
39379,11,5
39508,11,4
39515,11,4
39646,11,5
39664,11,2
39679,11,5
39741,11,2
39743,11,5
12942,11,4
39803,11,5
39892,11,4
39919,11,4
35166,11,4
6856,11,4
40096,11,4
40167,11,5
35274,11,4
40330,11,5
40453,11,4
40538,11,5
26661,11,5
40566,11,4
17458,11,1
40736,11,5
40721,11,4
40789,11,3
40798,11,1
40827,11,4
40840,11,2
40897,11,4
40961,11,5
37075,11,1
40990,11,4
41015,11,3
41036,11,4
41113,11,5
41131,11,4
41145,11,5
41270,11,3
30333,11,4
41319,11,5
41328,11,5
41386,11,4
41402,11,3
41407,11,3
36695,11,3
41435,11,5
40884,11,5
41534,11,5
41556,11,5
41633,11,5
7319,11,3
41784,11,5
41792,11,3
41926,11,4
41982,11,5
42006,11,3
5551,11,1
39994,11,4
41858,11,5
34611,11,3
42259,11,5
24848,11,5
42287,11,5
42322,11,4
42355,11,5
42388,11,5
1255,11,4
42404,11,4
31908,11,5
29689,11,1
3315,11,4
37482,11,4
42613,11,5
42623,11,5
42671,11,4
15705,11,1
42818,11,5
42908,11,5
42927,11,5
19138,11,5
42943,11,4
42974,11,5
42998,11,5
43032,11,3
40737,11,5
43037,11,5
42400,11,5
43300,11,5
43377,11,5
43380,11,5
43382,11,5
43384,11,5
43389,11,5
43393,11,5
43395,11,5
43397,11,5
43400,11,5
43403,11,5
43404,11,5
43405,11,5
43408,11,5
43410,11,5
43413,11,5
43418,11,5
43420,11,5
43429,11,5
43430,11,5
43433,11,5
43435,11,5
43456,11,5
41854,11,5
43522,11,5
43622,11,4
37516,11,4
43704,11,5
43727,11,5
41014,11,5
43831,11,5
43949,11,5
43985,11,4
44046,11,5
44122,11,3
44247,11,3
44242,11,4
23612,11,4
44418,11,4
44425,11,5
44462,11,4
44587,11,5
44617,11,5
44650,11,5
44686,11,4
44695,11,5
44907,11,5
44909,11,4
5108,11,5
44955,11,5
44304,11,3
45105,11,4
45140,11,5
45269,11,4
45291,11,4
45094,11,5
45364,11,5
45437,11,1
45487,11,4
45485,11,4
32703,11,4
45588,11,4
45604,11,4
45634,11,5
45656,11,4
45679,11,4
45688,11,5
45811,11,5
45835,11,3
45857,11,5
45870,11,5
45888,11,3
45989,11,4
36037,11,4
46123,11,5
46141,11,3
46139,11,5
46177,11,5
46102,11,4
46212,11,3
29703,11,5
46330,11,5
46333,11,5
46447,11,5
46513,11,4
46521,11,5
46527,11,3
46670,11,4
46689,11,5
46692,11,3
46728,11,3
46737,11,5
46798,11,3
43050,11,3
46754,11,5
43965,11,5
46964,11,5
45889,11,4
46985,11,4
39552,11,5
47024,11,4
47032,11,5
47056,11,5
40490,11,4
47235,11,5
47323,11,3
38798,11,3
588,11,4
47514,11,5
38635,11,5
47618,11,3
430,11,4
41907,11,3
47490,11,4
47738,11,5
47746,11,3
47749,11,5
47800,11,5
25720,11,5
47986,11,3
47994,11,5
17105,11,3
48050,11,5
48097,11,5
48127,11,4
48153,11,4
48188,11,4
48213,11,4
48259,11,5
48269,11,5
48291,11,5
20525,11,4
31861,11,4
48508,11,4
15292,11,4
48557,11,5
48558,11,4
48566,11,5
48622,11,4
48687,11,5
48704,11,5
48726,11,4
32576,11,5
44305,11,1
4242,11,5
49198,11,5
49263,11,5
49282,11,5
49288,11,5
49289,11,5
49295,11,5
49297,11,5
49298,11,5
40142,11,5
21744,11,4
49386,11,4
34054,11,5
49503,11,5
49555,11,4
49628,11,5
49644,11,4
49662,11,4
49202,11,5
49733,11,3
49748,11,5
49752,11,5
49849,11,3
49850,11,5
49935,11,4
50002,11,4
49885,11,5
50096,11,5
50101,11,5
50104,11,5
9344,11,2
50130,11,3
50133,11,5
50255,11,4
50258,11,4
48147,11,4
48825,11,4
50326,11,5
41126,11,3
36073,11,4
50473,11,5
38792,11,5
50582,11,3
50707,11,5
50721,11,4
50753,11,4
50864,11,4
50898,11,4
50063,11,4
50976,11,5
51123,11,4
51166,11,5
51192,11,4
51199,11,4
51251,11,4
51480,11,3
51511,11,5
40354,11,4
51583,11,5
51597,11,5
51618,11,3
48975,11,5
51714,11,4
51776,11,3
51762,11,5
51805,11,4
51834,11,5
50266,11,4
51901,11,1
52012,11,4
52024,11,2
52034,11,5
52051,11,5
52136,11,4
52322,11,5
52334,11,5
52344,11,5
52366,11,5
52383,11,5
52425,11,4
52668,11,5
52731,11,3
52875,11,4
52938,11,3
40199,11,5
37364,11,5
53107,11,4
53199,11,5
7306,11,5
48559,11,5
33537,11,4
9246,11,5
40772,11,5
47939,11,4
12929,11,5
26302,11,4
5327,11,4
21164,11,5
36308,11,4
37393,11,4
51316,11,4
27491,11,3
47018,11,5
44637,11,5
28389,11,4
47836,11,4
28124,11,5
39305,11,5
20967,11,3
34531,11,4
75,372,4
173,372,4
178,372,4
247,372,5
338,372,2
307,372,4
725,372,4
961,372,4
1038,372,3
1212,372,4
1225,372,4
1283,372,3
1321,372,2
1350,372,5
1260,372,3
1374,372,4
1041,372,4
1388,372,4
1408,372,4
1448,372,3
1710,372,4
1657,372,4
1766,372,4
1789,372,4
1989,372,5
2112,372,3
2331,372,3
2271,372,5
1429,372,5
2501,372,4
2508,372,5
1968,372,4
2889,372,3
476,372,3
2988,372,4
728,372,4
3094,372,5
1294,372,1
3263,372,5
3519,372,2
3761,372,4
1266,372,3
3922,372,4
3935,372,4
3996,372,4
4000,372,4
4061,372,4
4147,372,4
4027,372,5
4212,372,5
4314,372,5
4444,372,4
4490,372,5
4536,372,5
4736,372,3
2544,372,5
4993,372,5
5023,372,4
5155,372,4
5267,372,5
1299,372,4
2968,372,3
5766,372,4
5912,372,3
5950,372,2
6210,372,5
6249,372,4
6252,372,5
1169,372,4
6397,372,3
2421,372,4
6446,372,3
6567,372,5
6606,372,4
6730,372,3
5812,372,4
6925,372,3
7210,372,4
7212,372,3
7224,372,4
7304,372,4
7356,372,3
7422,372,5
1088,372,5
7711,372,3
7824,372,5
8038,372,5
8146,372,5
8278,372,4
5645,372,5
8090,372,4
8463,372,4
8572,372,5
5629,372,5
8612,372,3
7868,372,3
8699,372,4
7834,372,5
8710,372,3
8749,372,3
8798,372,4
8806,372,5
8820,372,3
8833,372,5
8912,372,5
6698,372,4
9251,372,5
9309,372,2
1887,372,5
9472,372,5
9698,372,3
9890,372,5
9896,372,4
9919,372,4
5659,372,5
10231,372,5
10335,372,5
10500,372,5
10610,372,4
8440,372,3
10727,372,5
10743,372,5
10829,372,4
10885,372,3
1533,372,5
10938,372,4
11030,372,2
8946,372,4
11226,372,5
11068,372,4
11272,372,3
11507,372,3
11527,372,4
145,372,4
1440,372,5
11876,372,4
12146,372,3
12193,372,4
12623,372,4
7302,372,4
12861,372,5
7453,372,5
7875,372,4
13061,372,4
13084,372,5
13137,372,5
13274,372,4
9733,372,3
13407,372,5
13454,372,4
13588,372,4
13600,372,4
13739,372,2
13741,372,3
14235,372,4
14293,372,4
14652,372,5
7075,372,4
13745,372,4
2041,372,4
14936,372,4
14942,372,3
15524,372,4
15540,372,3
9751,372,4
4052,372,3
9668,372,4
16129,372,5
4821,372,4
11920,372,4
12751,372,5
5574,372,5
16354,372,3
16735,372,5
16770,372,5
16786,372,4
16810,372,5
16821,372,5
8565,372,4
16981,372,5
17194,372,5
17232,372,3
17316,372,4
17493,372,4
17559,372,3
17566,372,4
17624,372,4
17667,372,4
17705,372,5
17883,372,5
17984,372,3
321,372,4
4044,372,4
18620,372,4
18736,372,2
18760,372,3
18778,372,4
18957,372,4
19062,372,4
19073,372,1
6000,372,4
19123,372,4
19191,372,4
19250,372,4
19526,372,4
19738,372,3
19803,372,5
19868,372,3
19993,372,5
18556,372,5
20247,372,4
20332,372,5
20363,372,3
20414,372,5
20740,372,4
20896,372,5
16128,372,4
20972,372,3
20973,372,4
21152,372,4
21360,372,3
21642,372,1
21823,372,5
21878,372,4
22014,372,4
22110,372,5
22171,372,1
22270,372,4
22491,372,3
22611,372,4
23086,372,4
12781,372,5
23096,372,3
23225,372,4
23303,372,3
23503,372,5
23508,372,4
23722,372,2
23780,372,5
23776,372,4
24344,372,5
24236,372,5
22313,372,5
25200,372,4
25404,372,5
25474,372,5
25867,372,4
25938,372,4
25940,372,4
26018,372,4
26053,372,4
26097,372,3
26601,372,5
26400,372,4
26800,372,3
26871,372,5
16330,372,1
26983,372,4
27048,372,5
27104,372,3
23576,372,3
27198,372,4
27217,372,3
12776,372,4
27307,372,4
27501,372,4
27279,372,2
27612,372,5
27711,372,4
27759,372,4
27975,372,4
28016,372,5
18550,372,3
28313,372,4
28341,372,4
28345,372,4
28443,372,4
28736,372,5
29000,372,1
29123,372,4
29216,372,5
28211,372,4
29388,372,5
29489,372,3
29517,372,5
15791,372,3
29695,372,3
29832,372,4
24040,372,5
29900,372,5
29965,372,4
30160,372,4
30179,372,2
30180,372,4
21230,372,4
30313,372,4
30478,372,5
30552,372,3
30467,372,5
30794,372,2
30863,372,3
20467,372,3
26898,372,5
31569,372,5
31621,372,4
31936,372,1
18670,372,4
31996,372,2
32162,372,4
15837,372,4
32419,372,2
32845,372,3
33312,372,4
33698,372,3
33792,372,5
33947,372,3
33993,372,5
34189,372,4
23486,372,4
34539,372,5
34639,372,5
34736,372,5
34980,372,5
35150,372,4
35427,372,3
31916,372,4
35512,372,2
4280,372,5
35620,372,4
35648,372,3
35868,372,4
36021,372,4
36126,372,2
36156,372,5
15648,372,4
36664,372,4
36849,372,5
36883,372,4
36984,372,4
36743,372,5
25255,372,4
34585,372,3
35618,372,5
7574,372,4
38475,372,4
19758,372,4
38687,372,4
38828,372,4
38857,372,5
39006,372,5
39284,372,5
39309,372,4
39399,372,4
19840,372,5
40789,372,3
37075,372,4
41300,372,4
41601,372,4
41746,372,3
41744,372,4
41997,372,3
42293,372,4
8337,372,3
43139,372,4
43037,372,5
30924,372,4
37516,372,4
43762,372,5
44242,372,5
44617,372,4
44909,372,4
36031,372,5
45269,372,4
45485,372,5
45679,372,5
7123,372,3
45870,372,3
36037,372,4
46293,372,4
46447,372,5
46482,372,4
45889,372,5
46977,372,3
47095,372,5
588,372,4
47595,372,5
47490,372,4
47740,372,4
48097,372,5
45593,372,3
48453,372,4
48493,372,4
26629,372,5
48622,372,3
48703,372,5
48704,372,2
48726,372,5
49662,372,5
48864,372,4
49748,372,5
49849,372,3
41062,372,5
50096,372,5
50102,372,5
50101,372,5
50104,372,5
20309,372,5
50473,372,4
14234,372,3
51199,372,5
52034,372,5
24198,372,4
52136,372,5
52344,372,2
52469,372,5
52741,372,2
52913,372,5
53245,372,3
7306,372,5
29951,372,2
32916,372,4
50999,372,2
47529,372,5
75,476,3
143,476,4
202,476,3
230,476,4
338,476,4
439,476,4
725,476,5
925,476,3
997,476,3
1027,476,4
1225,476,5
1296,476,4
1323,476,4
1041,476,4
1403,476,3
1352,476,5
1449,476,4
1518,476,5
1585,476,4
1682,476,2
1806,476,5
1799,476,4
1824,476,4
1875,476,3
1883,476,4
1853,476,2
951,476,5
2125,476,5
2112,476,5
2329,476,5
2331,476,5
2347,476,5
1762,476,4
2396,476,3
2428,476,5
2553,476,5
2665,476,4
2721,476,5
2854,476,4
476,476,4
2940,476,4
3087,476,5
3021,476,4
3243,476,4
3261,476,5
3420,476,5
3569,476,4
3641,476,5
3688,476,4
3761,476,4
3686,476,4
3786,476,4
3856,476,5
3922,476,4
3788,476,4
3969,476,3
3996,476,4
4234,476,4
4233,476,4
4212,476,5
1800,476,4
4454,476,5
4490,476,4
4509,476,4
4536,476,3
4897,476,4
4885,476,4
2544,476,4
5036,476,4
4735,476,5
5272,476,4
5782,476,5
381,476,5
5844,476,4
5987,476,4
6097,476,4
5941,476,4
6210,476,5
6253,476,5
6460,476,3
6507,476,4
6606,476,5
6730,476,5
5812,476,4
6925,476,5
7001,476,4
3739,476,5
7120,476,5
7260,476,4
7623,476,4
7641,476,3
7715,476,4
7674,476,4
7857,476,2
7211,476,4
7969,476,3
7994,476,5
6707,476,3
7760,476,3
8078,476,5
8139,476,1
8219,476,3
7738,476,4
4127,476,4
8325,476,4
5645,476,5
5764,476,4
8352,476,3
8403,476,4
8407,476,3
8410,476,3
8483,476,5
1369,476,3
8526,476,4
5629,476,4
8639,476,4
2171,476,4
8665,476,4
8710,476,4
8767,476,4
8798,476,5
1185,476,4
8912,476,5
2900,476,5
9052,476,3
9057,476,3
9108,476,4
9125,476,4
9165,476,4
9257,476,4
9357,476,4
9360,476,4
9369,476,5
9382,476,3
9330,476,2
9425,476,3
9489,476,2
9526,476,3
9561,476,5
7381,476,5
3827,476,3
9731,476,4
9830,476,3
9847,476,3
9896,476,5
9595,476,4
10106,476,5
6342,476,4
10110,476,4
10228,476,5
10236,476,5
10241,476,4
10246,476,4
10256,476,4
10309,476,4
10333,476,5
10404,476,3
10402,476,5
10335,476,4
10457,476,4
10509,476,4
3379,476,4
10111,476,5
10579,476,5
10591,476,3
10628,476,3
10687,476,4
8440,476,4
4891,476,2
1533,476,3
5593,476,3
10954,476,5
11031,476,4
11154,476,4
6755,476,3
11191,476,5
11216,476,2
11226,476,4
11068,476,4
11272,476,5
11285,476,4
11291,476,5
11326,476,5
11415,476,4
11527,476,5
11562,476,2
11599,476,5
11678,476,5
11692,476,5
11706,476,4
10665,476,4
11107,476,5
