book_id,tag_id,count,tag_name
346,8717,192,currently-reading
349,8717,2767,currently-reading
350,8717,2273,currently-reading
351,8717,4662,currently-reading
352,8717,10565,currently-reading
353,8717,4342,currently-reading
354,8717,3519,currently-reading
355,8717,4300,currently-reading
356,8717,1647,currently-reading
357,8717,2628,currently-reading
358,8717,546,currently-reading
359,8717,101,currently-reading
360,8717,244,currently-reading
361,8717,9089,currently-reading
362,8717,91,currently-reading
363,8717,3717,currently-reading
364,8717,603,currently-reading
365,8717,2181,currently-reading
367,8717,1995,currently-reading
368,8717,1995,currently-reading
369,8717,1993,currently-reading
370,8717,5013,currently-reading
371,8717,3012,currently-reading
372,8717,1303,currently-reading
373,8717,42,currently-reading
374,8717,12685,currently-reading
375,8717,7195,currently-reading
376,8717,6791,currently-reading
377,8717,3800,currently-reading
378,8717,176,currently-reading
379,8717,6956,currently-reading
380,8717,7936,currently-reading
381,8717,432,currently-reading
382,8717,6605,currently-reading
383,8717,570,currently-reading
384,8717,1685,currently-reading
385,8717,1790,currently-reading
386,8717,1529,currently-reading
388,8717,2212,currently-reading
389,8717,688,currently-reading
390,8717,3298,currently-reading
391,8717,21,currently-reading
393,8717,432,currently-reading
394,8717,1586,currently-reading
395,8717,258,currently-reading
396,8717,781,currently-reading
397,8717,4119,currently-reading
398,8717,1507,currently-reading
399,8717,2952,currently-reading
400,8717,1521,currently-reading
401,8717,4196,currently-reading
403,8717,53,currently-reading
404,8717,3258,currently-reading
405,8717,73,currently-reading
407,8717,2439,currently-reading
408,8717,4128,currently-reading
409,8717,1190,currently-reading
410,8717,308,currently-reading
411,8717,1101,currently-reading
413,8717,47,currently-reading
414,8717,233,currently-reading
415,8717,1661,currently-reading
416,8717,1415,currently-reading
417,8717,849,currently-reading
418,8717,981,currently-reading
419,8717,1708,currently-reading
420,8717,1292,currently-reading
